Sentimientos;word
negativo;infringir
negativo;contravención
positivo;contribuir
positivo;contribuyente
confianza;contribuyente
ira;polémico
negativo;polémico
negativo;controversia
positivo;conveniencia
positivo;conveniente
positivo;convento
confianza;convento
positivo;convención
anticipacion;convergencia
positivo;versado en
positivo;conversacional
positivo;convertir
confianza;traspaso
ira;condenar
desagrado;condenar
miedo;condenar
negativo;condenar
tristeza;condenar
negativo;convicción
anticipacion;convencer
positivo;convencer
confianza;convencer
confianza;convencido
confianza;Convincente
positivo;frio
positivo;frescura
ira;cooperativa
desagrado;cooperativa
negativo;cooperativa
positivo;cooperar
positivo;cooperando
confianza;cooperando
positivo;cooperación
confianza;cooperación
positivo;cooperativa
confianza;cooperativa
miedo;policía
confianza;policía
negativo;Copiar
ira;imitador
desagrado;imitador
negativo;imitador
positivo;núcleo
alegría;coronación
positivo;coronación
confianza;coronación
negativo;juez de instrucción
negativo;corporal
positivo;corporación
confianza;corporación
positivo;corpóreo
desagrado;cadáver
negativo;cadáver
tristeza;cadáver
negativo;corrección
positivo;correctivo
confianza;exactitud
anticipacion;correspondencia
positivo;correspondencia
positivo;corroborar
confianza;corroborar
confianza;corroboración
negativo;corrosión
miedo;corrosivo
negativo;corrosivo
negativo;corrupto
ira;corrompiendo
desagrado;corrompiendo
miedo;corrompiendo
negativo;corrompiendo
tristeza;corrompiendo
desagrado;corrupción
negativo;corrupción
tristeza;corse
positivo;cosmopolita
confianza;cosmopolita
positivo;acogedor
tristeza;sofá
desagrado;tos
negativo;tos
anticipacion;Consejo
positivo;Consejo
confianza;Consejo
positivo;consejo
confianza;consejo
ira;consejero
miedo;consejero
negativo;consejero
confianza;consejero
positivo;consejero
confianza;consejero
positivo;contar
confianza;contar
anticipacion;cuenta regresiva
positivo;condesa
confianza;compatriota
confianza;condado
ira;golpe
sorpresa;golpe
positivo;valor
miedo;valiente
positivo;valiente
confianza;mensajero
negativo;caza de liebres
ira;Corte
anticipacion;Corte
miedo;Corte
positivo;cortés
positivo;cortesía
anticipacion;noviazgo
alegría;noviazgo
positivo;noviazgo
confianza;noviazgo
anticipacion;ensenada
desagrado;ensenada
miedo;ensenada
alegría;ensenada
positivo;ensenada
positivo;pacto
confianza;pacto
confianza;cubrir
negativo;codiciar
desagrado;cobarde
miedo;cobarde
negativo;cobarde
tristeza;cobarde
miedo;cobardía
negativo;cobardía
miedo;cobardemente
negativo;cobardemente
miedo;tímido
miedo;coyote
ira;osco
negativo;osco
negativo;grieta
ira;agrietado
miedo;agrietado
negativo;agrietado
negativo;agrietamiento
anticipacion;cuna
alegría;cuna
positivo;cuna
confianza;cuna
positivo;arte
positivo;artesano
anticipacion;calambre
negativo;calambre
negativo;estrecho
negativo;manivela
ira;de maniático
negativo;de maniático
desagrado;mierda
negativo;mierda
anticipacion;dados
miedo;choque
negativo;choque
tristeza;choque
sorpresa;choque
anticipacion;pedir
anticipacion;ansia
desagrado;gatear
negativo;gatear
ira;loco
miedo;loco
negativo;loco
ira;loco
miedo;loco
negativo;loco
tristeza;loco
negativo;crujiente
anticipacion;crema
alegría;crema
positivo;crema
sorpresa;crema
alegría;crear
positivo;crear
positivo;creativo
desagrado;criatura
miedo;criatura
negativo;criatura
positivo;crédito
confianza;crédito
positivo;credencial
confianza;credencial
positivo;credibilidad
confianza;credibilidad
positivo;creíble
confianza;creíble
positivo;crédito
confianza;crédito
positivo;loable
confianza;loable
positivo;acreditado
negativo;arrastrarse
anticipacion;progresivo
tristeza;cremación
anticipacion;crescendo
alegría;crescendo
positivo;crescendo
sorpresa;crescendo
confianza;crescendo
confianza;tripulación
ira;crimen
negativo;crimen
ira;delincuente
desagrado;delincuente
miedo;delincuente
negativo;delincuente
ira;criminalidad
desagrado;criminalidad
miedo;criminalidad
negativo;criminalidad
desagrado;encogerse
miedo;encogerse
negativo;encogerse
tristeza;encogerse
miedo;lisiado
negativo;lisiado
tristeza;lisiado
negativo;lisiado
tristeza;lisiado
negativo;crisis
negativo;crujiente
confianza;crujiente
negativo;crítico
ira;crítica
negativo;crítica
tristeza;crítica
ira;criticar
desagrado;criticar
miedo;criticar
negativo;criticar
tristeza;criticar
positivo;crítica
desagrado;bicho
miedo;cocodrilo
negativo;ladrón
ira;cruzar
miedo;cruzar
negativo;cruzar
tristeza;cruzar
miedo;agacharse
miedo;agazapado
negativo;agazapado
anticipacion;coronamiento
alegría;coronamiento
positivo;coronamiento
sorpresa;coronamiento
confianza;coronamiento
positivo;crucial
confianza;crucial
negativo;cruzado
ira;crucifixión
desagrado;crucifixión
miedo;crucifixión
negativo;crucifixión
tristeza;crucifixión
desagrado;crudo
negativo;crudo
ira;cruel
desagrado;cruel
miedo;cruel
negativo;cruel
tristeza;cruel
ira;con crueldad
miedo;con crueldad
negativo;con crueldad
ira;crueldad
desagrado;crueldad
miedo;crueldad
negativo;crueldad
tristeza;crueldad
negativo;desmoronándose
tristeza;desmoronándose
ira;crujido
negativo;crujido
ira;cruzada
miedo;cruzada
negativo;cruzada
ira;aplastada
desagrado;aplastada
miedo;aplastada
negativo;aplastada
tristeza;aplastada
ira;aplastante
desagrado;aplastante
miedo;aplastante
negativo;aplastante
desagrado;crujiente
negativo;crujiente
negativo;llorar
tristeza;llorar
negativo;llorando
tristeza;llorando
miedo;cripta
negativo;cripta
tristeza;cripta
positivo;cristal
confianza;cubo
desagrado;cornudo
negativo;cornudo
negativo;cuco
alegría;abrazo
positivo;abrazo
confianza;abrazo
anticipacion;señal
positivo;culinario
confianza;culinario
negativo;desecho
positivo;culminación
negativo;culpabilidad
negativo;culpable
negativo;culpable
miedo;culto
negativo;culto
anticipacion;cultivar
positivo;cultivar
confianza;cultivar
positivo;cultivado
positivo;cultivo
positivo;cultura
negativo;incómodo
tristeza;incómodo
negativo;astucia
positivo;astucia
desagrado;utilización de tazas
miedo;utilización de tazas
negativo;utilización de tazas
tristeza;utilización de tazas
ira;canalla
desagrado;canalla
miedo;canalla
negativo;canalla
positivo;curable
confianza;curable
anticipacion;curiosidad
positivo;curiosidad
sorpresa;curiosidad
positivo;rizo
ira;maldición
desagrado;maldición
miedo;maldición
negativo;maldición
tristeza;maldición
ira;maldito
miedo;maldito
negativo;maldito
tristeza;maldito
ira;maldiciendo
desagrado;maldiciendo
negativo;maldiciendo
negativo;superficial
positivo;amortiguar
ira;terco
confianza;custodio
confianza;custodia
positivo;cliente
positivo;lindo
miedo;cortador
negativo;cortador
positivo;cortadores
ira;asesino
miedo;asesino
negativo;asesino
ira;corte
desagrado;corte
miedo;corte
negativo;corte
tristeza;corte
miedo;cianuro
negativo;cianuro
miedo;ciclón
negativo;ciclón
sorpresa;ciclón
miedo;quiste
negativo;quiste
tristeza;quiste
desagrado;cístico
negativo;citomegalovirus
tristeza;citomegalovirus
ira;chapoteando
desagrado;chapoteando
negativo;chapoteando
ira;demonio
desagrado;demonio
miedo;demonio
negativo;demonio
tristeza;demonio
sorpresa;demonio
desagrado;loco
negativo;loco
miedo;daga
negativo;daga
anticipacion;diario
ira;dañar
desagrado;dañar
negativo;dañar
tristeza;dañar
negativo;daños y perjuicios
tristeza;daños y perjuicios
ira;dama
desagrado;dama
positivo;dama
confianza;dama
ira;Maldición
desagrado;Maldición
negativo;Maldición
ira;condenación
miedo;condenación
negativo;condenación
tristeza;condenación
negativo;maldito
negativo;apagador
alegría;baile
positivo;baile
confianza;baile
negativo;caspa
desagrado;dandy
negativo;dandy
miedo;peligro
negativo;peligro
tristeza;peligro
miedo;peligroso
negativo;peligroso
desagrado;húmedo
anticipacion;atrevimiento
confianza;atrevimiento
positivo;atrevido
tristeza;oscuro
miedo;oscurecer
negativo;oscurecer
tristeza;oscurecer
miedo;oscurecido
negativo;oscurecido
tristeza;oscurecido
ira;oscuridad
miedo;oscuridad
negativo;oscuridad
tristeza;oscuridad
alegría;querido
positivo;querido
confianza;querido
miedo;dardo
ira;rayado
miedo;rayado
negativo;rayado
tristeza;rayado
positivo;apuesto
ira;ruin
desagrado;ruin
miedo;ruin
negativo;ruin
alegría;hija
positivo;hija
anticipacion;amanecer
alegría;amanecer
positivo;amanecer
sorpresa;amanecer
confianza;amanecer
negativo;aturdido
confianza;diácono
negativo;desactivar
negativo;punto muerto
ira;mortal
desagrado;mortal
miedo;mortal
negativo;mortal
tristeza;mortal
negativo;sordo
anticipacion;acuerdo
alegría;acuerdo
positivo;acuerdo
sorpresa;acuerdo
confianza;acuerdo
confianza;transacciones
positivo;querido
ira;muerte
anticipacion;muerte
desagrado;muerte
miedo;muerte
negativo;muerte
tristeza;muerte
sorpresa;muerte
miedo;debacle
negativo;debacle
tristeza;debacle
positivo;debate
desagrado;libertinaje
miedo;libertinaje
negativo;libertinaje
anticipacion;obligación
desagrado;escombros
negativo;escombros
negativo;deuda
tristeza;deuda
negativo;deudor
miedo;decaer
negativo;decaer
tristeza;decaer
desagrado;decaido
negativo;decaido
tristeza;decaido
negativo;fallecido
tristeza;fallecido
ira;engaño
desagrado;engaño
miedo;engaño
negativo;engaño
tristeza;engaño
sorpresa;engaño
desagrado;engañoso
negativo;engañoso
tristeza;engañoso
ira;engañar
desagrado;engañar
negativo;engañar
tristeza;engañar
ira;engañado
negativo;engañado
negativo;engañoso
confianza;engañoso
positivo;decencia
positivo;bueno
negativo;engaño
negativo;engañoso
positivo;declaratorio
negativo;declinación
negativo;disminución
negativo;declinante
desagrado;descomponer
tristeza;descompuesto
desagrado;descomposición
miedo;descomposición
negativo;descomposición
tristeza;descomposición
sorpresa;señuelo
negativo;disminución
negativo;decremento
negativo;decrépito
ira;desacreditar
negativo;desacreditar
positivo;Dedicación
negativo;deducir
confianza;escritura
desagrado;difamación
miedo;difamación
negativo;difamación
ira;difamatorio
negativo;difamatorio
desagrado;defecto
miedo;defecto
negativo;defecto
tristeza;defecto
negativo;derrota
negativo;derrotado
tristeza;derrotado
ira;defecto
negativo;defecto
miedo;deserción
negativo;deserción
desagrado;defectuoso
negativo;defectuoso
miedo;defender
positivo;defender
ira;acusado
miedo;acusado
tristeza;acusado
positivo;defendido
confianza;defendido
positivo;defensor
confianza;defensor
positivo;defendiendo
ira;defensa
anticipacion;defensa
miedo;defensa
positivo;defensa
miedo;indefenso
negativo;indefenso
tristeza;indefenso
positivo;deferencia
confianza;deferencia
negativo;aplazamiento
ira;desafío
desagrado;desafío
miedo;desafío
negativo;desafío
ira;desafiante
negativo;desafiante
negativo;deficiencia
negativo;déficit
positivo;definitivo
confianza;definitivo
ira;desinflar
negativo;desinflar
tristeza;desinflar
miedo;deflación
negativo;deflación
desagrado;deformar
negativo;deformar
desagrado;deformado
negativo;deformado
tristeza;deformado
desagrado;deformidad
miedo;deformidad
negativo;deformidad
tristeza;deformidad
ira;defraudar
desagrado;defraudar
negativo;defraudar
negativo;difunto
tristeza;difunto
ira;desafiar
miedo;desafiar
negativo;desafiar
tristeza;desafiar
sorpresa;desafiar
ira;degeneración
desagrado;degeneración
negativo;degeneración
tristeza;degeneración
negativo;degenerar
negativo;degradación
desagrado;degradar
negativo;degradar
desagrado;degradante
miedo;degradante
negativo;degradante
tristeza;degradante
positivo;la licenciatura
ira;retrasar
desagrado;retrasar
miedo;retrasar
negativo;retrasar
tristeza;retrasar
negativo;retrasado
positivo;delicioso
positivo;delegar
confianza;delegar
ira;perjudicial
desagrado;perjudicial
miedo;perjudicial
negativo;perjudicial
negativo;supresión
positivo;deliberar
alegría;delicioso
positivo;delicioso
anticipacion;deleite
alegría;deleite
positivo;deleite
anticipacion;Encantado
alegría;Encantado
positivo;Encantado
sorpresa;Encantado
anticipacion;encantador
alegría;encantador
positivo;encantador
confianza;encantador
negativo;delincuencia
ira;delincuente
desagrado;delincuente
negativo;delincuente
negativo;delirante
tristeza;delirante
desagrado;delirio
negativo;delirio
tristeza;delirio
anticipacion;liberación
alegría;liberación
positivo;liberación
confianza;liberación
anticipacion;entrega
positivo;entrega
miedo;diluvio
negativo;diluvio
tristeza;diluvio
sorpresa;diluvio
ira;engaño
miedo;engaño
negativo;engaño
tristeza;engaño
ira;delirante
miedo;delirante
negativo;delirante
ira;demanda
negativo;demanda
negativo;exigente
miedo;demente
negativo;demente
miedo;demencia
negativo;demencia
tristeza;demencia
miedo;fallecimiento
negativo;fallecimiento
tristeza;fallecimiento
positivo;democracia
ira;demoler
negativo;demoler
tristeza;demoler
negativo;demolición
ira;demonio
desagrado;demonio
miedo;demonio
negativo;demonio
tristeza;demonio
ira;demoníaco
desagrado;demoníaco
miedo;demoníaco
negativo;demoníaco
tristeza;demoníaco
positivo;demostrable
alegría;demostrativo
positivo;demostrativo
tristeza;demostrativo
miedo;desmoralizado
negativo;desmoralizado
tristeza;desmoralizado
negativo;negación
negativo;negado
tristeza;negado
ira;denunciar
desagrado;denunciar
negativo;denunciar
miedo;odontología
ira;denuncia
desagrado;denuncia
miedo;denuncia
negativo;denuncia
ira;negar
negativo;negar
anticipacion;negando
negativo;negando
anticipacion;salir
tristeza;salir
negativo;salido
tristeza;salido
negativo;salida
tristeza;salida
anticipacion;depender
confianza;depender
miedo;dependencia
negativo;dependencia
tristeza;dependencia
negativo;dependencia
negativo;dependiente
positivo;dependiente
confianza;dependiente
ira;deplorable
desagrado;deplorable
miedo;deplorable
negativo;deplorable
tristeza;deplorable
ira;deplorar
desagrado;deplorar
negativo;deplorar
tristeza;deplorar
miedo;deportar
negativo;deportar
tristeza;deportar
ira;deportación
miedo;deportación
negativo;deportación
tristeza;deportación
confianza;depositario
ira;depravado
anticipacion;depravado
desagrado;depravado
miedo;depravado
negativo;depravado
tristeza;depravado
ira;depravación
desagrado;depravación
negativo;depravación
ira;depreciar
desagrado;depreciar
negativo;depreciar
ira;depreciado
desagrado;depreciado
miedo;depreciado
negativo;depreciado
tristeza;depreciado
miedo;depreciación
negativo;depreciación
miedo;deprimir
negativo;deprimir
tristeza;deprimir
ira;Deprimido
miedo;Deprimido
negativo;Deprimido
tristeza;Deprimido
desagrado;deprimente
negativo;deprimente
tristeza;deprimente
negativo;depresión
tristeza;depresión
negativo;depresivo
tristeza;depresivo
ira;privación
desagrado;privación
miedo;privación
negativo;privación
tristeza;privación
positivo;profundidad
confianza;profundidad
confianza;diputado
ira;trastornado
desagrado;trastornado
miedo;trastornado
negativo;trastornado
negativo;abandonado
ira;burla
desagrado;burla
negativo;burla
confianza;dermatólogo
ira;humillación
desagrado;humillación
miedo;humillación
negativo;humillación
tristeza;humillación
ira;despectivo
desagrado;despectivo
miedo;despectivo
negativo;despectivo
tristeza;despectivo
miedo;descendencia
tristeza;descendencia
positivo;descriptivo
ira;profanación
desagrado;profanación
miedo;profanación
negativo;profanación
tristeza;profanación
ira;Desierto
desagrado;Desierto
miedo;Desierto
negativo;Desierto
tristeza;Desierto
ira;abandonado
desagrado;abandonado
miedo;abandonado
negativo;abandonado
tristeza;abandonado
negativo;deserción
ira;merecer
anticipacion;merecer
positivo;merecer
confianza;merecer
positivo;merecido
confianza;designacion
positivo;diseñador
positivo;deseable
positivo;deseando
positivo;deseoso
ira;abstenerse
desagrado;abstenerse
negativo;abstenerse
miedo;soledad
negativo;soledad
tristeza;soledad
ira;desesperación
desagrado;desesperación
miedo;desesperación
negativo;desesperación
tristeza;desesperación
miedo;desesperado
negativo;desesperado
tristeza;desesperado
negativo;desesperado
ira;despreciable
desagrado;despreciable
negativo;despreciable
ira;despreciar
desagrado;despreciar
negativo;despreciar
miedo;despótico
negativo;despótico
ira;despotismo
desagrado;despotismo
miedo;despotismo
negativo;despotismo
tristeza;despotismo
anticipacion;destino
miedo;destino
alegría;destino
positivo;destino
tristeza;destino
sorpresa;destino
anticipacion;destinado
miedo;indigente
negativo;indigente
tristeza;indigente
ira;destruido
miedo;destruido
negativo;destruido
tristeza;destruido
ira;destructor
miedo;destructor
negativo;destructor
ira;destruyendo
miedo;destruyendo
negativo;destruyendo
tristeza;destruyendo
ira;destrucción
negativo;destrucción
ira;destructivo
desagrado;destructivo
miedo;destructivo
negativo;destructivo
negativo;desapego
negativo;detener
ira;detenido
anticipacion;detenido
miedo;detenido
negativo;detenido
tristeza;detenido
positivo;detectar
positivo;detección
negativo;detención
tristeza;detención
miedo;deteriorarse
negativo;deteriorarse
tristeza;deteriorarse
desagrado;deteriorado
negativo;deteriorado
tristeza;deteriorado
ira;deterioro
desagrado;deterioro
miedo;deterioro
negativo;deterioro
tristeza;deterioro
anticipacion;determinado
confianza;determinado
positivo;determinación
confianza;determinación
positivo;determinado
ira;detestar
desagrado;detestar
negativo;detestar
miedo;detonar
negativo;detonar
sorpresa;detonar
ira;detonación
ira;detraer
negativo;detraer
negativo;detrimento
negativo;perjudicial
negativo;detrito
ira;devastar
miedo;devastar
negativo;devastar
tristeza;devastar
ira;devastador
desagrado;devastador
miedo;devastador
negativo;devastador
tristeza;devastador
confianza;devastador
ira;devastación
miedo;devastación
negativo;devastación
tristeza;devastación
sorpresa;devastación
anticipacion;desarrollar
positivo;desarrollar
tristeza;desviación
ira;diablo
anticipacion;diablo
desagrado;diablo
miedo;diablo
negativo;diablo
tristeza;diablo
desagrado;diabólico
miedo;diabólico
negativo;diabólico
negativo;tortuoso
negativo;devolución
positivo;piadoso
confianza;piadoso
negativo;devorar
anticipacion;devoto
alegría;devoto
positivo;devoto
confianza;devoto
positivo;destreza
ira;diabólico
desagrado;diabólico
miedo;diabólico
negativo;diabólico
anticipacion;diagnóstico
miedo;diagnóstico
negativo;diagnóstico
confianza;diagnóstico
alegría;diamante
positivo;diamante
desagrado;pañal
desagrado;Diarrea
alegría;diario
positivo;diario
confianza;diario
ira;diatriba
desagrado;diatriba
negativo;diatriba
miedo;dictador
negativo;dictador
ira;dictatorial
negativo;dictatorial
ira;dictadura
anticipacion;dictadura
desagrado;dictadura
miedo;dictadura
negativo;dictadura
tristeza;dictadura
positivo;diccionario
confianza;diccionario
confianza;dictamen
positivo;didáctico
miedo;morir
negativo;morir
tristeza;morir
anticipacion;dietético
positivo;dietético
confianza;diferencial
sorpresa;diferentemente
miedo;difícil
negativo;dificultades
tristeza;dificultades
ira;dificultad
miedo;dificultad
negativo;dificultad
tristeza;dificultad
confianza;dígito
positivo;digno
positivo;dignidad
confianza;dignidad
anticipacion;divagar
negativo;divagar
miedo;dique
desagrado;arruinado
negativo;arruinado
tristeza;arruinado
positivo;diligencia
confianza;diligencia
negativo;diluir
negativo;disminuir
tristeza;disminuir
negativo;disminuido
negativo;estruendo
positivo;cena
miedo;dinosaurio
anticipacion;diplomacia
positivo;diplomacia
confianza;diplomacia
positivo;diplomático
confianza;diplomático
desagrado;terrible
miedo;terrible
negativo;terrible
tristeza;terrible
sorpresa;terrible
positivo;director
confianza;director
desagrado;suciedad
negativo;suciedad
desagrado;sucio
negativo;sucio
negativo;discapacidad
tristeza;discapacidad
miedo;inhabilitar
negativo;inhabilitar
tristeza;inhabilitar
miedo;discapacitado
negativo;discapacitado
tristeza;discapacitado
negativo;desafecto
ira;discrepar
negativo;discrepar
ira;en desacuerdo
negativo;en desacuerdo
tristeza;en desacuerdo
ira;desacuerdo
negativo;desacuerdo
tristeza;desacuerdo
ira;no permitido
desagrado;no permitido
miedo;no permitido
negativo;no permitido
tristeza;no permitido
miedo;desaparecer
ira;decepcionar
desagrado;decepcionar
negativo;decepcionar
tristeza;decepcionar
ira;decepcionado
desagrado;decepcionado
negativo;decepcionado
tristeza;decepcionado
negativo;decepcionante
tristeza;decepcionante
desagrado;decepción
negativo;decepción
tristeza;decepción
negativo;desaprobación
tristeza;desaprobación
ira;desaprobar
desagrado;desaprobar
miedo;desaprobar
negativo;desaprobar
tristeza;desaprobar
ira;desaprobado
negativo;desaprobado
tristeza;desaprobado
ira;desaprobando
desagrado;desaprobando
negativo;desaprobando
tristeza;desaprobando
ira;desastre
desagrado;desastre
miedo;desastre
negativo;desastre
tristeza;desastre
sorpresa;desastre
ira;desastroso
miedo;desastroso
negativo;desastroso
tristeza;desastroso
negativo;no creer
negativo;descartes
negativo;descarga
confianza;discípulo
miedo;disciplina
negativo;disciplina
ira;negar
desagrado;negar
negativo;negar
confianza;negar
confianza;revelado
desagrado;descoloramiento
negativo;descoloramiento
desagrado;descolorado
negativo;descolorado
tristeza;descolorado
negativo;malestar
tristeza;malestar
negativo;desconectar
tristeza;desconectar
negativo;desconectado
tristeza;desconectado
negativo;desconexión
ira;descontento
desagrado;descontento
miedo;descontento
negativo;descontento
tristeza;descontento
negativo;discontinuar
desagrado;discontinuidad
miedo;discontinuidad
negativo;discontinuidad
tristeza;discontinuidad
ira;discordia
desagrado;discordia
negativo;discordia
miedo;desalentar
negativo;desalentar
tristeza;desalentar
negativo;desánimo
positivo;descubrimiento
negativo;descrédito
anticipacion;discreto
positivo;discreto
anticipacion;discreción
positivo;discreción
confianza;discreción
positivo;discrecional
ira;discriminar
negativo;discriminar
tristeza;discriminar
desagrado;discriminante
negativo;discriminante
ira;discriminación
desagrado;discriminación
miedo;discriminación
negativo;discriminación
tristeza;discriminación
positivo;discusión
ira;desdén
desagrado;desdén
negativo;desdén
ira;enfermedad
desagrado;enfermedad
miedo;enfermedad
negativo;enfermedad
tristeza;enfermedad
desagrado;enfermo
miedo;enfermo
negativo;enfermo
tristeza;enfermo
miedo;incorpóreo
negativo;incorpóreo
tristeza;incorpóreo
negativo;retirada
ira;desfigurado
desagrado;desfigurado
miedo;desfigurado
negativo;desfigurado
tristeza;desfigurado
ira;desgracia
desagrado;desgracia
negativo;desgracia
tristeza;desgracia
ira;deshonrado
desagrado;deshonrado
negativo;deshonrado
tristeza;deshonrado
ira;vergonzoso
desagrado;vergonzoso
negativo;vergonzoso
ira;descontento
desagrado;descontento
negativo;descontento
tristeza;descontento
ira;asco
desagrado;asco
miedo;asco
negativo;asco
tristeza;asco
ira;asqueroso
desagrado;asqueroso
miedo;asqueroso
negativo;asqueroso
negativo;desanimado
tristeza;desanimado
negativo;desalentador
tristeza;desalentador
ira;deshonesto
desagrado;deshonesto
negativo;deshonesto
tristeza;deshonesto
desagrado;deshonestidad
negativo;deshonestidad
ira;deshonra
desagrado;deshonra
miedo;deshonra
negativo;deshonra
tristeza;deshonra
ira;desilusión
desagrado;desilusión
negativo;desilusión
tristeza;desilusión
positivo;desinfección
ira;desinformación
miedo;desinformación
negativo;desinformación
desagrado;falso
negativo;falso
desagrado;desintegrarse
miedo;desintegrarse
negativo;desintegrarse
negativo;desintegración
negativo;desinteresado
ira;desagradoo
desagrado;desagradoo
negativo;desagradoo
ira;no me gustó
negativo;no me gustó
tristeza;no me gustó
ira;dislocado
desagrado;dislocado
miedo;dislocado
negativo;dislocado
tristeza;dislocado
desagrado;triste
miedo;triste
negativo;triste
tristeza;triste
ira;consternación
anticipacion;consternación
miedo;consternación
negativo;consternación
tristeza;consternación
sorpresa;consternación
desagrado;desmembramiento
miedo;desmembramiento
negativo;desmembramiento
tristeza;desmembramiento
ira;despido
desagrado;despido
miedo;despido
negativo;despido
tristeza;despido
sorpresa;despido
ira;desobediencia
desagrado;desobediencia
negativo;desobediencia
ira;desobediente
negativo;desobediente
ira;desobedecer
desagrado;desobedecer
negativo;desobedecer
miedo;trastorno
negativo;trastorno
negativo;desordenado
negativo;desestructurado
ira;menospreciar
desagrado;menospreciar
negativo;menospreciar
tristeza;menospreciar
ira;despectivo
desagrado;despectivo
negativo;despectivo
tristeza;despectivo
ira;disparidad
desagrado;disparidad
negativo;disparidad
tristeza;disparidad
negativo;desapasionado
tristeza;desapasionado
negativo;disipar
tristeza;disipar
negativo;dispersión
negativo;desplazar
ira;desplazado
miedo;desplazado
tristeza;desplazado
ira;desagradoado
desagrado;desagradoado
miedo;desagradoado
negativo;desagradoado
tristeza;desagradoado
desagrado;desagradoo
negativo;desagradoo
negativo;disposición
desagrado;disponer
anticipacion;dispuesto
positivo;dispuesto
confianza;dispuesto
ira;desposeído
miedo;desposeído
negativo;desposeído
tristeza;desposeído
ira;disputa
negativo;disputa
negativo;descalificación
ira;descalificado
desagrado;descalificado
negativo;descalificado
tristeza;descalificado
negativo;descalificar
tristeza;descalificar
negativo;indiferencia
desagrado;ignorado
negativo;ignorado
ira;de mala fama
desagrado;de mala fama
miedo;de mala fama
negativo;de mala fama
ira;falta de respeto
negativo;falta de respeto
ira;irrespetuoso
desagrado;irrespetuoso
miedo;irrespetuoso
negativo;irrespetuoso
tristeza;irrespetuoso
ira;ruptura
miedo;ruptura
negativo;ruptura
sorpresa;ruptura
negativo;insatisfacción
desagrado;disección
positivo;diseminar
ira;disensión
negativo;disensión
negativo;disidente
ira;deservicio
desagrado;deservicio
negativo;deservicio
tristeza;deservicio
ira;disidente
miedo;disidente
negativo;disidente
ira;disolución
miedo;disolución
negativo;disolución
tristeza;disolución
sorpresa;disolución
ira;disonancia
negativo;disonancia
desagrado;desagradoo
negativo;desagradoo
desagrado;desagradable
negativo;desagradable
positivo;destilación
positivo;distinción
desagrado;distorsionado
negativo;distorsionado
negativo;distorsión
negativo;distraer
ira;distraído
negativo;distraído
ira;distraer
anticipacion;distraer
negativo;distraer
negativo;distracción
negativo;loco
tristeza;loco
ira;angustia
desagrado;angustia
miedo;angustia
negativo;angustia
tristeza;angustia
sorpresa;angustia
miedo;afligido
negativo;afligido
ira;angustioso
miedo;angustioso
negativo;angustioso
ira;desconfianza
desagrado;desconfianza
miedo;desconfianza
negativo;desconfianza
ira;disturbio
miedo;disturbio
negativo;disturbio
tristeza;disturbio
sorpresa;disturbio
ira;perturbado
negativo;perturbado
tristeza;perturbado
negativo;desuso
ira;en desuso
negativo;en desuso
alegría;cancioneta
positivo;cancioneta
confianza;diván
negativo;divergente
sorpresa;divergente
negativo;diverso
positivo;diverso
positivo;diversificado
positivo;desviación
sorpresa;desviación
negativo;despojado
negativo;despojo
anticipacion;Adivinación
positivo;divinidad
ira;divorcio
desagrado;divorcio
miedo;divorcio
negativo;divorcio
tristeza;divorcio
sorpresa;divorcio
confianza;divorcio
negativo;mareo
negativo;mareado
negativo;atracado
positivo;médico
confianza;médico
confianza;doctrina
positivo;hacedor
positivo;obstinado
confianza;dogma
negativo;hazlo
negativo;zona de las calmas ecuatoriales
tristeza;zona de las calmas ecuatoriales
negativo;limosna
tristeza;limosna
alegría;muñeca
negativo;dolor
tristeza;dolor
alegría;delfín
positivo;delfín
sorpresa;delfín
confianza;delfín
miedo;dominante
negativo;dominante
ira;dominar
miedo;dominar
negativo;dominar
positivo;dominar
ira;dominación
miedo;dominación
negativo;dominación
tristeza;dominación
miedo;dominio
confianza;dominio
positivo;don
confianza;don
positivo;donación
desagrado;Burro
negativo;Burro
negativo;garabatear
miedo;condenar
negativo;condenar
miedo;condenado
negativo;condenado
tristeza;condenado
ira;Día del Juicio Final
anticipacion;Día del Juicio Final
desagrado;Día del Juicio Final
miedo;Día del Juicio Final
negativo;Día del Juicio Final
tristeza;Día del Juicio Final
miedo;duda
negativo;duda
tristeza;duda
confianza;duda
negativo;dudoso
negativo;inseguro
positivo;indudable
confianza;indudable
negativo;ducha
negativo;austero
anticipacion;paloma
alegría;paloma
positivo;paloma
confianza;paloma
miedo;caída
negativo;caída
tristeza;caída
confianza;completamente
positivo;velloso
negativo;monótono
tristeza;monótono
anticipacion;sequía
miedo;continuar
negativo;drenaje
negativo;retirarse
anticipacion;pavor
miedo;pavor
negativo;pavor
ira;terrible
anticipacion;terrible
desagrado;terrible
miedo;terrible
negativo;terrible
tristeza;terrible
desagrado;horrorosamente
miedo;horrorosamente
negativo;horrorosamente
tristeza;horrorosamente
sorpresa;horrorosamente
negativo;triste
tristeza;triste
negativo;Bebiendo
desagrado;mentiras
negativo;mentiras
negativo;zumbido
desagrado;babear
negativo;caído
negativo;sequía
miedo;ahogar
negativo;ahogar
tristeza;ahogar
negativo;somnolencia
negativo;trabajo penoso
tristeza;drogado
desagrado;borracho
negativo;borracho
